#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_021352.1",881104,881808,"-",69621200,,"C629_RS04170","WP_003854686.1",234,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",881888,884104,"-",69621201,,"C629_RS04175","WP_003854688.1",738,"MULTISPECIES: NADP-dependent isocitrate dehydrogenase"
"chromosome","NC_021352.1",884190,885086,"-",69621202,,"C629_RS04180","WP_003854689.1",298,"siderophore-interacting protein"
"chromosome","NC_021352.1",885096,885905,"-",69621203,,"C629_RS04185","WP_003854692.1",269,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",885902,886930,"-",69621204,,"C629_RS04190","WP_003854694.1",342,"MULTISPECIES: iron chelate uptake ABC transporter family permease subunit"
"chromosome","NC_021352.1",886927,887922,"-",69621205,,"C629_RS04195","WP_003854695.1",331,"MULTISPECIES: iron ABC transporter permease"
"chromosome","NC_021352.1",887932,888987,"-",69621206,,"C629_RS04200","WP_003854697.1",351,"MULTISPECIES: iron-siderophore ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",889171,890445,"+",69621207,,"C629_RS04205","WP_003854698.1",424,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",890497,891411,"+",69621208,,"C629_RS04210","WP_003854699.1",304,"MULTISPECIES: exodeoxyribonuclease III"
"chromosome","NC_021352.1",891413,892072,"+",69621209,,"C629_RS04215","WP_003854700.1",219,"MULTISPECIES: trimeric intracellular cation channel family protein"
"chromosome","NC_021352.1",892209,892400,"+",69621210,,"C629_RS04220","WP_003854702.1",63,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",892778,893821,"-",69621211,,"C629_RS04225","WP_230471399.1",347,"MULTISPECIES: DDE-type integrase/transposase/recombinase"
"chromosome","NC_021352.1",893860,894273,"-",69621212,,"C629_RS04230","WP_006285365.1",137,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",894584,895561,"-",69621213,,"C629_RS04240","WP_003858299.1",325,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",895585,896367,"-",69621214,,"C629_RS04245","WP_003858298.1",260,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",896374,897393,"-",69621215,,"C629_RS04250","WP_003858297.1",339,"MULTISPECIES: iron ABC transporter permease"
"chromosome","NC_021352.1",897553,898590,"+",69621216,"trpS","C629_RS04255","WP_003858296.1",345,"MULTISPECIES: tryptophan--tRNA ligase"
"chromosome","NC_021352.1",898699,899784,"+",69621217,,"C629_RS04260","WP_003858295.1",361,"MULTISPECIES: YihY/virulence factor BrkB family protein"
"chromosome","NC_021352.1",899843,900736,"+",69621218,,"C629_RS04265","WP_003858294.1",297,"RDD family protein"
"chromosome","NC_021352.1",900733,902043,"-",69621219,,"C629_RS04270","WP_031511835.1",436,"MULTISPECIES: D-alanyl-D-alanine carboxypeptidase"
"chromosome","NC_021352.1",902425,903654,"-",69621220,,"C629_RS04275","WP_003858292.1",409,"hypothetical protein"
"chromosome","NC_021352.1",903721,904581,"-",69621221,,"C629_RS04280","WP_003858291.1",286,"MULTISPECIES: C40 family peptidase"
"chromosome","NC_021352.1",904578,904841,"-",69621222,,"C629_RS04285","WP_011013813.1",87,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",904940,905575,"+",69621223,"upp","C629_RS04290","WP_003858289.1",211,"MULTISPECIES: uracil phosphoribosyltransferase"
"chromosome","NC_021352.1",905669,906043,"+",69621224,,"C629_RS04295","WP_003858288.1",124,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",906040,907632,"-",69621225,,"C629_RS04300","WP_003858287.1",530,"MULTISPECIES: phospho-sugar mutase"
"chromosome","NC_021352.1",907740,908924,"+",69621226,,"C629_RS04305","WP_003858286.1",394,"MULTISPECIES: M20 family metallopeptidase"
"chromosome","NC_021352.1",909064,910473,"+",69621227,,"C629_RS04310","WP_003858285.1",469,"MULTISPECIES: NAD(P)H-quinone dehydrogenase"
"chromosome","NC_021352.1",910870,914292,"+",69621228,,"C629_RS04315","WP_003858284.1",1140,"pyruvate carboxylase"
"chromosome","NC_021352.1",914501,915370,"+",69621229,,"C629_RS04320","WP_003858283.1",289,"hypothetical protein"
"chromosome","NC_021352.1",915452,915940,"+",69621230,,"C629_RS04325","WP_003858282.1",162,"MULTISPECIES: CAP domain-containing protein"
"chromosome","NC_021352.1",916176,917264,"-",69621231,,"C629_RS04330","WP_003858281.1",362,"MULTISPECIES: GTP-binding protein"
"chromosome","NC_021352.1",917383,918309,"+",69621232,,"C629_RS04335","WP_003858280.1",308,"MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_021352.1",918397,919893,"+",69621233,,"C629_RS04340","WP_003858279.1",498,"MULTISPECIES: MmgE/PrpD family protein"
"chromosome","NC_021352.1",919890,920807,"+",69621234,"prpB","C629_RS04345","WP_003858278.1",305,"MULTISPECIES: methylisocitrate lyase"
"chromosome","NC_021352.1",920800,921945,"+",69621235,,"C629_RS04350","WP_003858277.1",381,"MULTISPECIES: bifunctional 2-methylcitrate synthase/citrate synthase"
"chromosome","NC_021352.1",921942,922319,"-",69621236,,"C629_RS04355","WP_020447885.1",125,"hypothetical protein"
"chromosome","NC_021352.1",922343,923668,"-",69621237,,"C629_RS04360","WP_003858275.1",441,"MULTISPECIES: helix-turn-helix transcriptional regulator"
"chromosome","NC_021352.1",923830,924012,"+",69621238,,"C629_RS04365","WP_003858274.1",60,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",924235,926010,"-",69621239,,"C629_RS04370","WP_003858272.1",591,"MULTISPECIES: acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha"
"chromosome","NC_021352.1",926218,927108,"-",69621240,,"C629_RS04375","WP_003858271.1",296,"MULTISPECIES: sulfurtransferase"
"chromosome","NC_021352.1",927436,928503,"+",69621241,,"C629_RS04380","WP_003858269.1",355,"MULTISPECIES: Cj0069 family protein"
"chromosome","NC_021352.1",928581,928997,"-",69621242,,"C629_RS04385","WP_003858267.1",138,"MULTISPECIES: DUF3151 domain-containing protein"
"chromosome","NC_021352.1",929071,931221,"+",69621243,,"C629_RS04390","WP_003858265.1",716,"MULTISPECIES: acyltransferase"
"chromosome","NC_021352.1",931528,932121,"-",69621244,,"C629_RS04395","WP_003858264.1",197,"MULTISPECIES: Maf-like protein"
"chromosome","NC_021352.1",932126,932374,"-",69621245,,"C629_RS04400","WP_003858262.1",82,"MULTISPECIES: acyl-CoA carboxylase subunit epsilon"
"chromosome","NC_021352.1",932398,934011,"-",69621246,,"C629_RS04405","WP_003858261.1",537,"MULTISPECIES: acyl-CoA carboxylase subunit beta"
"chromosome","NC_021352.1",934340,935971,"-",69621247,,"C629_RS04410","WP_003858260.1",543,"MULTISPECIES: acyl-CoA carboxylase subunit beta"
"chromosome","NC_021352.1",936083,936949,"+",69621248,,"C629_RS04415","WP_003858258.1",288,"MULTISPECIES: biotin-"
"chromosome","NC_021352.1",936959,937447,"+",69621249,,"C629_RS04420","WP_003858257.1",162,"hypothetical protein"
"chromosome","NC_021352.1",937504,938667,"+",69621250,,"C629_RS04425","WP_003858255.1",387,"MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide synthase"
"chromosome","NC_021352.1",938719,940593,"+",69621251,,"C629_RS04430","WP_230471467.1",624,"MULTISPECIES: potassium transporter Kup"
"chromosome","NC_021352.1",940631,940990,"+",69621252,,"C629_RS04435","WP_003858251.1",119,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",941049,941546,"+",69621253,"purE","C629_RS04440","WP_003858249.1",165,"MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase"
"chromosome","NC_021352.1",941546,942001,"+",69621254,,"C629_RS04445","WP_003858248.1",151,"MULTISPECIES: YdcF family protein"
"chromosome","NC_021352.1",942060,942854,"+",69621255,,"C629_RS04450","WP_003858246.1",264,"MULTISPECIES: thioesterase family protein"
"chromosome","NC_021352.1",942860,944176,"-",69621256,,"C629_RS04455","WP_003858244.1",438,"MULTISPECIES: LLM class flavin-dependent oxidoreductase"
"chromosome","NC_021352.1",944176,944931,"-",69621257,,"C629_RS04460","WP_003858242.1",251,"MULTISPECIES: 3-oxoacyl-ACP reductase"
"chromosome","NC_021352.1",945311,945700,"+",69621258,,"C629_RS04465","WP_003858239.1",129,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",946195,946686,"-",69621259,,"C629_RS04475","WP_003858234.1",163,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",946846,947403,"-",69621260,,"C629_RS04480","WP_003858232.1",185,"MULTISPECIES: dihydrofolate reductase family protein"
"chromosome","NC_021352.1",947431,947853,"+",69621261,,"C629_RS04485","WP_003858230.1",140,"MULTISPECIES: VOC family protein"
"chromosome","NC_021352.1",947850,948074,"-",69621262,,"C629_RS04490","WP_003858229.1",74,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",948086,948922,"-",69621263,,"C629_RS04495","WP_003858228.1",278,"MULTISPECIES: carbohydrate ABC transporter permease"
"chromosome","NC_021352.1",948919,949953,"-",69621264,,"C629_RS04500","WP_003858226.1",344,"MULTISPECIES: sugar ABC transporter permease"
"chromosome","NC_021352.1",950065,950520,"-",69621265,,"C629_RS04505","WP_003858224.1",151,"MULTISPECIES: SRPBCC family protein"
"chromosome","NC_021352.1",950654,951928,"-",69621266,,"C629_RS04510","WP_003858223.1",424,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",952065,953063,"-",69621267,,"C629_RS04515","WP_003858221.1",332,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NC_021352.1",953070,953459,"-",69623413,,"C629_RS15930","WP_003858219.1",129,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",953826,954485,"-",69621268,,"C629_RS04525","WP_003858217.1",219,"MULTISPECIES: TIGR03089 family protein"
"chromosome","NC_021352.1",954582,956141,"-",69621269,,"C629_RS04530","WP_003858215.1",519,"MULTISPECIES: LCP family protein"
"chromosome","NC_021352.1",956474,957364,"+",69621270,,"C629_RS04535","WP_020447886.1",296,"glycosyltransferase family 2 protein"
"chromosome","NC_021352.1",957537,958625,"+",69621271,,"C629_RS04540","WP_003858211.1",362,"MULTISPECIES: NDP-sugar synthase"
"chromosome","NC_021352.1",959081,959329,"+",69621272,,"C629_RS04545","WP_170844389.1",82,"MULTISPECIES: WhiB family transcriptional regulator"
"chromosome","NC_021352.1",959436,959894,"-",69621273,,"C629_RS04550","WP_006283667.1",152,"MULTISPECIES: metallopeptidase family protein"
"chromosome","NC_021352.1",959989,960381,"+",69621274,,"C629_RS04555","WP_003858205.1",130,"MULTISPECIES: DUF3499 domain-containing protein"
"chromosome","NC_021352.1",960461,961837,"+",69621275,,"C629_RS04560","WP_003858204.1",458,"MULTISPECIES: phosphomannomutase/phosphoglucomutase"
"chromosome","NC_021352.1",961912,962919,"+",69621276,,"C629_RS04565","WP_003858201.1",335,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",962920,964104,"+",69621277,"manA","C629_RS04570","WP_003858199.1",394,"MULTISPECIES: mannose-6-phosphate isomerase, class I"
"chromosome","NC_021352.1",964517,965293,"-",69621278,,"C629_RS04575","WP_006283669.1",258,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",965537,965890,"+",69621279,,"C629_RS04580","WP_003858196.1",117,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",966001,967437,"+",69621280,"ahcY","C629_RS04585","WP_003858195.1",478,"MULTISPECIES: adenosylhomocysteinase"
"chromosome","NC_021352.1",967437,968048,"+",69621281,,"C629_RS04590","WP_003858194.1",203,"MULTISPECIES: dTMP kinase"
"chromosome","NC_021352.1",968073,968753,"+",69621282,"mtrA","C629_RS04595","WP_003858192.1",226,"MULTISPECIES: two-component system response regulator MtrA"
"chromosome","NC_021352.1",968817,970352,"+",69621283,"mtrB","C629_RS04600","WP_186458538.1",511,"MULTISPECIES: two-component system sensor histidine kinase MtrB"
"chromosome","NC_021352.1",970349,972055,"+",69621284,"lpqB","C629_RS04605","WP_003858189.1",568,"MULTISPECIES: MtrAB system accessory lipoprotein LpqB"
"chromosome","NC_021352.1",972151,972645,"+",69621285,,"C629_RS04610","WP_230471468.1",164,"MULTISPECIES: ComF family protein"
"chromosome","NC_021352.1",972789,973454,"+",69621286,"raiA","C629_RS04615","WP_003858182.1",221,"MULTISPECIES: ribosome-associated translation inhibitor RaiA"
"chromosome","NC_021352.1",973593,976130,"+",69621287,"secA","C629_RS04620","WP_003858179.1",845,"preprotein translocase subunit SecA"
"chromosome","NC_021352.1",976127,976510,"-",69621288,,"C629_RS04625","WP_003858177.1",127,"MULTISPECIES: Rv3235 family protein"
"chromosome","NC_021352.1",976627,977037,"+",69621289,,"C629_RS04630","WP_003858175.1",136,"MULTISPECIES: HAD-IA family hydrolase"
"chromosome","NC_021352.1",977040,977546,"+",69621290,,"C629_RS04635","WP_003858173.1",168,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",977548,978537,"-",69621291,"rsgA","C629_RS04640","WP_003863555.1",329,"MULTISPECIES: ribosome small subunit-dependent GTPase A"
"chromosome","NC_021352.1",978530,979822,"-",69621292,"aroA","C629_RS04645","WP_003858169.1",430,"MULTISPECIES: 3-phosphoshikimate 1-carboxyvinyltransferase"
"chromosome","NC_021352.1",979833,980474,"+",69621293,,"C629_RS04650","WP_031511933.1",213,"MULTISPECIES: SOS response-associated peptidase"
"chromosome","NC_021352.1",980737,981585,"-",69621294,,"C629_RS04655","WP_003858165.1",282,"hypothetical protein"
"chromosome","NC_021352.1",981753,982373,"+",69621295,,"C629_RS04660","WP_003858163.1",206,"MULTISPECIES: sigma-70 family RNA polymerase sigma factor"
"chromosome","NC_021352.1",982376,982645,"+",69623384,"rsrA","C629_RS15620","WP_003858161.1",89,"MULTISPECIES: mycothiol system anti-sigma-R factor"
"chromosome","NC_021352.1",982877,983137,"-",69621296,"whcE","C629_RS04665","WP_003858159.1",86,"MULTISPECIES: WhiB family transcriptional regulator WhcE"
"chromosome","NC_021352.1",983663,984085,"+",69621297,,"C629_RS04670","WP_003858157.1",140,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",984082,985284,"-",69621298,,"C629_RS04675","WP_003858153.1",400,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",985288,986562,"-",69621299,,"C629_RS04680","WP_003858152.1",424,"DEAD/DEAH box helicase"
"chromosome","NC_021352.1",986631,986858,"+",69621300,,"C629_RS04685","WP_003858150.1",75,"MULTISPECIES: DUF3107 domain-containing protein"
"chromosome","NC_021352.1",986894,987742,"+",69621301,,"C629_RS04690","WP_003858148.1",282,"MULTISPECIES: DUF3152 domain-containing protein"
"chromosome","NC_021352.1",987750,988511,"+",69621302,,"C629_RS04695","WP_003858145.1",253,"MULTISPECIES: TIGR02569 family protein"
"chromosome","NC_021352.1",988515,991565,"+",69621303,,"C629_RS04700","WP_003858144.1",1016,"ATP-dependent helicase"
"chromosome","NC_021352.1",991558,994770,"+",69621304,,"C629_RS04705","WP_003858143.1",1070,"ATP-dependent helicase"
"chromosome","NC_021352.1",994810,995871,"+",69621305,,"C629_RS04710","WP_003858141.1",353,"MULTISPECIES: potassium channel family protein"
"chromosome","NC_021352.1",995868,996584,"+",69621306,,"C629_RS04715","WP_003858139.1",238,"MULTISPECIES: NAD(+) diphosphatase"
"chromosome","NC_021352.1",996599,998635,"+",69621307,,"C629_RS04720","WP_003858137.1",678,"MULTISPECIES: ATP-dependent DNA helicase UvrD2"
"chromosome","NC_021352.1",998632,999432,"-",69621308,,"C629_RS04725","WP_003858135.1",266,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",999529,1000017,"+",69621309,,"C629_RS04730","WP_003858134.1",162,"MULTISPECIES: DUF45 domain-containing protein"
"chromosome","NC_021352.1",1000022,1001449,"-",69621310,,"C629_RS04735","WP_003858132.1",475,"MULTISPECIES: zinc-dependent metalloprotease"
"chromosome","NC_021352.1",1001535,1002587,"+",69621311,,"C629_RS04740","WP_003858130.1",350,"MULTISPECIES: PDZ domain-containing protein"
"chromosome","NC_021352.1",1002584,1003261,"-",69623464,,"C629_RS16230","WP_011896909.1",225,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1003338,1003862,"-",69621312,,"C629_RS04750","WP_003858126.1",174,"MULTISPECIES: PPA1309 family protein"
"chromosome","NC_021352.1",1003961,1006918,"+",69621313,,"C629_RS04755","WP_003858123.1",985,"MULTISPECIES: UPF0182 family protein"
"chromosome","NC_021352.1",1006969,1008330,"-",69621314,"pdxR","C629_RS04760","WP_003858121.1",453,"MULTISPECIES: pyridoxine biosynthesis transcriptional regulator PdxR"
"chromosome","NC_021352.1",1008420,1009319,"+",69621315,"pdxS","C629_RS04765","WP_003858119.1",299,"MULTISPECIES: pyridoxal 5\\'-phosphate synthase lyase subunit PdxS"
"chromosome","NC_021352.1",1009316,1009918,"+",69621316,"pdxT","C629_RS04770","WP_031512116.1",200,"MULTISPECIES: pyridoxal 5\\'-phosphate synthase glutaminase subunit PdxT"
"chromosome","NC_021352.1",1010137,1010421,"-",69621318,,"C629_RS04780","WP_230471469.1",94,"MULTISPECIES: SdpI family protein"
"chromosome","NC_021352.1",1010983,1011981,"+",69621319,,"C629_RS04785","WP_230471470.1",332,"MULTISPECIES: S1 family peptidase"
"chromosome","NC_021352.1",1012272,1012622,"+",69621320,,"C629_RS04790","WP_230471471.1",116,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1012885,1013316,"+",69621321,,"C629_RS04795","WP_003858105.1",143,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1013590,1014102,"+",69621322,,"C629_RS04805","WP_003858103.1",170,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1014661,1015161,"-",69621323,,"C629_RS04815","WP_003858096.1",166,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1015523,1016305,"-",69621324,"hisN","C629_RS04820","WP_003858094.1",260,"MULTISPECIES: histidinol-phosphatase"
"chromosome","NC_021352.1",1016312,1017187,"-",69621325,,"C629_RS04825","WP_020309546.1",291,"inositol monophosphatase family protein"
"chromosome","NC_021352.1",1017266,1018372,"+",69621326,"prfB","C629_RS04830","WP_003858091.1",368,"MULTISPECIES: peptide chain release factor 2"
"chromosome","NC_021352.1",1018504,1019193,"+",69621327,"ftsE","C629_RS04835","WP_003858089.1",229,"MULTISPECIES: cell division ATP-binding protein FtsE"
"chromosome","NC_021352.1",1019207,1020109,"+",69621328,"ftsX","C629_RS04840","WP_003858086.1",300,"MULTISPECIES: permease-like cell division protein FtsX"
"chromosome","NC_021352.1",1020146,1020640,"+",69621329,"smpB","C629_RS04845","WP_003858084.1",164,"MULTISPECIES: SsrA-binding protein SmpB"
"chromosome","NC_021352.1",1020641,1020994,"+",69621330,,"C629_RS04850","WP_003858082.1",117,"MULTISPECIES: DUF488 domain-containing protein"
"chromosome","NC_021352.1",1021629,1022888,"+",69621331,,"C629_RS04855","WP_003858079.1",419,"MULTISPECIES: tyrosine-type recombinase/integrase"
"chromosome","NC_021352.1",1022885,1023601,"+",69621332,,"C629_RS04860","WP_003858077.1",238,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1023727,1023939,"+",69621333,,"C629_RS04865","WP_003858076.1",70,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",1023939,1024361,"+",69621334,,"C629_RS04870","WP_003858075.1",140,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1024354,1025223,"+",69621335,,"C629_RS04875","WP_003858073.1",289,"bifunctional DNA primase/polymerase"
"chromosome","NC_021352.1",1025232,1026614,"+",69621336,,"C629_RS04880","WP_208396148.1",460,"MULTISPECIES: virulence-associated E family protein"
"chromosome","NC_021352.1",1027576,1029540,"+",69621337,,"C629_RS04885","WP_003858071.1",654,"MULTISPECIES: type I restriction-modification system subunit M"
"chromosome","NC_021352.1",1029537,1030823,"+",69621338,,"C629_RS04890","WP_003858069.1",428,"MULTISPECIES: restriction endonuclease subunit S"
"chromosome","NC_021352.1",1030820,1034008,"+",69621339,,"C629_RS04895","WP_003858065.1",1062,"DEAD/DEAH box helicase family protein"
"chromosome","NC_021352.1",1034045,1035019,"-",69621340,,"C629_RS04900","WP_003858062.1",324,"GIY-YIG nuclease family protein"
"chromosome","NC_021352.1",1035350,1035925,"+",69621341,,"C629_RS04905","WP_003858060.1",191,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1035912,1036049,"+",69623414,,"C629_RS15935","WP_003858057.1",45,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1036194,1036811,"-",69621342,,"C629_RS04910","WP_003858056.1",205,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1037557,1038327,"-",69621343,,"C629_RS04915","WP_003858053.1",256,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1038439,1038795,"-",69621344,,"C629_RS04920","WP_003858051.1",118,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1039218,1039808,"+",69621345,,"C629_RS04925","WP_003858050.1",196,"MULTISPECIES: antirepressor"
"chromosome","NC_021352.1",1040137,1040364,"+",69621346,,"C629_RS04935","WP_003858047.1",75,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1040617,1040790,"-",69623436,,"C629_RS16090","WP_003858045.1",57,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1041275,1041805,"-",69621347,,"C629_RS04940","WP_230471472.1",176,"MULTISPECIES: cytidine deaminase"
"chromosome","NC_021352.1",1041933,1042253,"+",69623437,,"C629_RS16095","WP_020309549.1",106,"hypothetical protein"
"chromosome","NC_021352.1",1042430,1043326,"-",69621348,,"C629_RS04950","WP_003858042.1",298,"MULTISPECIES: sugar ABC transporter permease"
"chromosome","NC_021352.1",1043326,1044903,"-",69621349,,"C629_RS04955","WP_003858041.1",525,"MULTISPECIES: ABC transporter permease subunit"
"chromosome","NC_021352.1",1044900,1046162,"-",69621350,,"C629_RS04960","WP_003858039.1",420,"MULTISPECIES: maltose ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",1046159,1047340,"-",69621351,"ugpC","C629_RS04965","WP_003858035.1",393,"MULTISPECIES: sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC"
"chromosome","NC_021352.1",1047477,1047617,"+",69623415,,"C629_RS15940","WP_155240880.1",46,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1048192,1048359,"-",69623438,,"C629_RS16100","WP_003858029.1",55,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1048349,1049446,"+",69621353,,"C629_RS04975","WP_003858028.1",365,"MULTISPECIES: DNA cytosine methyltransferase"
"chromosome","NC_021352.1",1049905,1050753,"-",69623386,,"C629_RS15640","WP_230471486.1",282,"MULTISPECIES: siderophore-interacting protein"
"chromosome","NC_021352.1",1050843,1051763,"-",69621355,,"C629_RS04985","WP_003858025.1",306,"iron-siderophore ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",1051929,1052519,"-",69621356,,"C629_RS04990","WP_003858024.1",196,"MULTISPECIES: vitamin K epoxide reductase family protein"
"chromosome","NC_021352.1",1052871,1053887,"+",69621357,,"C629_RS04995","WP_003858023.1",338,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",1054138,1055139,"+",69621358,,"C629_RS05000","WP_003858022.1",333,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",1055132,1056247,"+",69621359,,"C629_RS05005","WP_006283738.1",371,"MULTISPECIES: iron chelate uptake ABC transporter family permease subunit"
"chromosome","NC_021352.1",1056244,1056999,"+",69621360,,"C629_RS05010","WP_003858016.1",251,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",1063076,1064239,"+",69621364,,"C629_RS05030","WP_003858300.1",387,"MULTISPECIES: pyridoxal phosphate-dependent aminotransferase"
"chromosome","NC_021352.1",1064234,1064875,"-",69621365,,"C629_RS05035","WP_003858301.1",213,"MULTISPECIES: DUF3239 domain-containing protein"
"chromosome","NC_021352.1",1064877,1066550,"-",69621366,,"C629_RS05040","WP_003858302.1",557,"MULTISPECIES: DEAD/DEAH box helicase"
"chromosome","NC_021352.1",1066600,1068801,"-",69621367,,"C629_RS05045","WP_003858304.1",733,"MULTISPECIES: helicase-associated domain-containing protein"
"chromosome","NC_021352.1",1068867,1069058,"+",69621368,,"C629_RS05050","WP_003858306.1",63,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1069284,1069862,"-",69621369,,"C629_RS05055","WP_003858308.1",192,"MULTISPECIES: DUF3235 domain-containing protein"
"chromosome","NC_021352.1",1070418,1070801,"+",69621370,,"C629_RS05060","WP_003858310.1",127,"MULTISPECIES: cold-shock protein"
"chromosome","NC_021352.1",1070856,1071383,"-",69621371,,"C629_RS05065","WP_003858312.1",175,"MULTISPECIES: DUF2771 domain-containing protein"
"chromosome","NC_021352.1",1071395,1072222,"-",69621372,,"C629_RS05070","WP_003858314.1",275,"MULTISPECIES: glutaminyl-peptide cyclotransferase"
"chromosome","NC_021352.1",1072198,1072878,"-",69621373,,"C629_RS05075","WP_074469881.1",226,"MULTISPECIES: aminotransferase class IV"
"chromosome","NC_021352.1",1073232,1074692,"+",69621374,,"C629_RS05080","WP_011265630.1",486,"MULTISPECIES: NCS2 family permease"
"chromosome","NC_021352.1",1074692,1075522,"+",69621375,,"C629_RS05085","WP_003858319.1",276,"MULTISPECIES: RNA methyltransferase"
"chromosome","NC_021352.1",1075545,1076417,"-",69621376,,"C629_RS05090","WP_003858320.1",290,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1076427,1077362,"-",69621377,,"C629_RS05095","WP_003858321.1",311,"MULTISPECIES: septation protein SepH"
"chromosome","NC_021352.1",1077460,1078590,"-",69621378,"serC","C629_RS05100","WP_003858322.1",376,"MULTISPECIES: phosphoserine transaminase"
"chromosome","NC_021352.1",1079316,1080629,"+",69621379,,"C629_RS05105","WP_011896936.1",437,"MULTISPECIES: citrate synthase"
"chromosome","NC_021352.1",1080754,1081110,"+",69621380,"fkpA","C629_RS05110","WP_003858324.1",118,"MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase FkpA"
"chromosome","NC_021352.1",1081117,1082571,"-",69621381,,"C629_RS05115","WP_003858326.1",484,"MULTISPECIES: acetyl-CoA carboxylase carboxyltransferase subunit alpha/beta"
"chromosome","NC_021352.1",1083185,1083466,"+",69621382,,"C629_RS05120","WP_003858328.1",93,"MULTISPECIES: DUF485 domain-containing protein"
"chromosome","NC_021352.1",1083473,1085128,"+",69621383,,"C629_RS05125","WP_003858330.1",551,"cation acetate symporter"
"chromosome","NC_021352.1",1085246,1086022,"+",69621384,,"C629_RS05130","WP_003858332.1",258,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1086024,1086866,"-",69621385,,"C629_RS05135","WP_003858334.1",280,"DUF1906 domain-containing protein"
"chromosome","NC_021352.1",1087150,1096059,"+",69621386,,"C629_RS05140","WP_003858336.1",2969,"MULTISPECIES: type I polyketide synthase"
"chromosome","NC_021352.1",1096181,1096672,"+",69621387,,"C629_RS05145","WP_003858339.1",163,"MULTISPECIES: septum formation family protein"
"chromosome","NC_021352.1",1097070,1098119,"-",69621388,,"C629_RS05155","WP_003858346.1",349,"MULTISPECIES: alpha/beta fold hydrolase"
